location,time,temperature,precipitation_probability,precipitation,is_day
San Francisco,2026-02-16 03:00:00,12.350000381469727,,3.4000000953674316,0
San Francisco,2026-02-16 04:00:00,12.149999618530273,,3.799999952316284,0
San Francisco,2026-02-16 05:00:00,12.149999618530273,,5.900000095367432,0
San Francisco,2026-02-16 06:00:00,12.050000190734863,,3.5,0
San Francisco,2026-02-16 07:00:00,12.199999809265137,,1.399999976158142,0
Daniel Boone National Forest,2026-02-14 05:00:00,-0.4000000059604645,,0.0,0
Daniel Boone National Forest,2026-02-14 06:00:00,-0.30000001192092896,,0.0,0
Daniel Boone National Forest,2026-02-14 07:00:00,-0.05000000074505806,,0.0,0
Daniel Boone National Forest,2026-02-14 08:00:00,-0.4000000059604645,,0.0,0
Daniel Boone National Forest,2026-02-14 09:00:00,-0.6000000238418579,,0.0,0
Daniel Boone National Forest,2026-02-14 10:00:00,-0.5,,0.0,0
Daniel Boone National Forest,2026-02-14 11:00:00,-0.44999998807907104,,0.0,0
Daniel Boone National Forest,2026-02-14 12:00:00,-1.0499999523162842,,0.0,0
Daniel Boone National Forest,2026-02-14 13:00:00,-0.75,,0.0,1
Daniel Boone National Forest,2026-02-14 14:00:00,2.4000000953674316,,0.0,1
Daniel Boone National Forest,2026-02-14 15:00:00,6.199999809265137,,0.0,1
Daniel Boone National Forest,2026-02-14 16:00:00,9.5,,0.0,1
Daniel Boone National Forest,2026-02-14 17:00:00,11.350000381469727,,0.0,1
Daniel Boone National Forest,2026-02-14 18:00:00,11.550000190734863,,0.0,1
Daniel Boone National Forest,2026-02-14 19:00:00,12.850000381469727,,0.0,1
Daniel Boone National Forest,2026-02-14 20:00:00,12.600000381469727,,0.0,1
Daniel Boone National Forest,2026-02-14 21:00:00,11.600000381469727,,0.0,1
Daniel Boone National Forest,2026-02-14 22:00:00,9.850000381469727,,0.0,1
Daniel Boone National Forest,2026-02-14 23:00:00,7.25,,0.0,1
Daniel Boone National Forest,2026-02-15 00:00:00,7.099999904632568,,0.0,0
Daniel Boone National Forest,2026-02-15 01:00:00,8.550000190734863,,0.0,0
Daniel Boone National Forest,2026-02-15 02:00:00,8.100000381469727,,0.0,0
Daniel Boone National Forest,2026-02-15 03:00:00,5.050000190734863,,0.30000001192092896,0
Daniel Boone National Forest,2026-02-15 04:00:00,4.400000095367432,,0.4000000059604645,0
Daniel Boone National Forest,2026-02-15 05:00:00,4.800000190734863,,0.10000000149011612,0
Daniel Boone National Forest,2026-02-15 06:00:00,4.900000095367432,,0.0,0
Daniel Boone National Forest,2026-02-15 07:00:00,6.199999809265137,,0.0,0
Daniel Boone National Forest,2026-02-15 08:00:00,6.099999904632568,,0.0,0
Daniel Boone National Forest,2026-02-15 09:00:00,5.650000095367432,,0.10000000149011612,0
Daniel Boone National Forest,2026-02-15 10:00:00,5.0,,0.10000000149011612,0
Daniel Boone National Forest,2026-02-15 11:00:00,3.799999952316284,,0.699999988079071,0
Daniel Boone National Forest,2026-02-15 12:00:00,3.950000047683716,,1.0,0
Daniel Boone National Forest,2026-02-15 13:00:00,4.300000190734863,,1.600000023841858,1
Daniel Boone National Forest,2026-02-15 14:00:00,4.449999809265137,,1.7999999523162842,1
Daniel Boone National Forest,2026-02-15 15:00:00,4.650000095367432,,2.0,1
Daniel Boone National Forest,2026-02-15 16:00:00,5.199999809265137,,1.899999976158142,1
Daniel Boone National Forest,2026-02-15 17:00:00,5.849999904632568,,1.2000000476837158,1
Daniel Boone National Forest,2026-02-15 18:00:00,6.150000095367432,,0.8999999761581421,1
Daniel Boone National Forest,2026-02-15 19:00:00,6.599999904632568,,0.8999999761581421,1
Daniel Boone National Forest,2026-02-15 20:00:00,7.0,,0.4000000059604645,1
Daniel Boone National Forest,2026-02-15 21:00:00,7.849999904632568,,0.0,1
Daniel Boone National Forest,2026-02-15 22:00:00,7.0,,0.0,1
Daniel Boone National Forest,2026-02-15 23:00:00,6.050000190734863,,0.0,1
Daniel Boone National Forest,2026-02-16 00:00:00,3.6500000953674316,,0.0,0
Daniel Boone National Forest,2026-02-16 01:00:00,2.799999952316284,,0.0,0
Daniel Boone National Forest,2026-02-16 02:00:00,2.9000000953674316,,0.0,0
Daniel Boone National Forest,2026-02-16 03:00:00,1.850000023841858,,0.0,0
Daniel Boone National Forest,2026-02-16 04:00:00,1.149999976158142,,0.0,0
